,Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,FIPS,Admin2
16387,Wisconsin,US,2.0,0.0,0.0,0.0,44.41578887,-88.46565023,55087.0,Outagamie
16388,Tennessee,US,0.0,0.0,0.0,0.0,36.34117832,-85.28989535,47133.0,Overton
16389,Indiana,US,1.0,0.0,0.0,0.0,39.31145587,-86.83900724,18119.0,Owen
16390,Kentucky,US,0.0,0.0,0.0,0.0,38.51679143,-84.82404619,21187.0,Owen
16391,Kentucky,US,0.0,0.0,0.0,0.0,37.42823949,-83.68811419,21189.0,Owsley
16392,Idaho,US,0.0,0.0,0.0,0.0,42.58016894,-116.1693871,16073.0,Owyhee
16393,Maine,US,5.0,0.0,0.0,0.0,44.49952995,-70.75682123,23017.0,Oxford
16394,Missouri,US,0.0,0.0,0.0,0.0,36.64916339,-92.44459066,29153.0,Ozark
16395,Wisconsin,US,14.0,1.0,0.0,0.0,43.38352225,-87.94625009,55089.0,Ozaukee
16396,Washington,US,0.0,0.0,0.0,0.0,46.55418369,-123.7285716,53049.0,Pacific
16397,Iowa,US,0.0,0.0,0.0,0.0,40.7393172,-95.1497813,19145.0,Page
16398,Virginia,US,0.0,0.0,0.0,0.0,38.61807452,-78.48797204,51139.0,Page
16399,Florida,US,89.0,3.0,0.0,0.0,26.64676272,-80.46536002,12099.0,Palm Beach
16400,Iowa,US,0.0,0.0,0.0,0.0,43.08193849,-94.67824621,19147.0,Palo Alto
16401,Texas,US,0.0,0.0,0.0,0.0,32.75310985,-98.31319001,48363.0,Palo Pinto
16402,North Carolina,US,0.0,0.0,0.0,0.0,35.15253315,-76.66559823,37137.0,Pamlico
16403,Mississippi,US,2.0,0.0,0.0,0.0,34.36398677,-89.95064249,28107.0,Panola
16404,Texas,US,0.0,0.0,0.0,0.0,32.163959600000005,-94.30552481,48365.0,Panola
16405,Colorado,US,1.0,0.0,0.0,0.0,39.120926,-105.7182065,8093.0,Park
16406,Montana,US,0.0,0.0,0.0,0.0,45.48965095,-110.52643940000002,30067.0,Park
16407,Wyoming,US,1.0,0.0,0.0,0.0,44.52157546,-109.5852825,56029.0,Park
16408,Indiana,US,0.0,0.0,0.0,0.0,39.77202286,-87.20375833,18121.0,Parke
16409,Texas,US,1.0,0.0,0.0,0.0,32.77757172,-97.80500621,48367.0,Parker
16410,Texas,US,0.0,0.0,0.0,0.0,34.52993409,-102.7844668,48369.0,Parmer
16411,Florida,US,14.0,1.0,0.0,0.0,28.30810945,-82.40227529,12101.0,Pasco
16412,North Carolina,US,1.0,0.0,0.0,0.0,36.26723798,-76.25134778,37139.0,Pasquotank
16413,New Jersey,US,141.0,0.0,0.0,0.0,41.03238628,-74.29954144,34031.0,Passaic
16414,Virginia,US,0.0,0.0,0.0,0.0,36.6801638,-80.2865648,51141.0,Patrick
16415,Georgia,US,5.0,0.0,0.0,0.0,33.91969522,-84.86848792,13223.0,Paulding
16416,Ohio,US,0.0,0.0,0.0,0.0,41.11676341,-84.5801017,39125.0,Paulding
16417,Kansas,US,0.0,0.0,0.0,0.0,38.18108732,-99.23692334,20145.0,Pawnee
16418,Nebraska,US,0.0,0.0,0.0,0.0,40.13141096,-96.23705437,31133.0,Pawnee
16419,Oklahoma,US,3.0,1.0,0.0,0.0,36.31743373,-96.7033176,40117.0,Pawnee
16420,Idaho,US,0.0,0.0,0.0,0.0,44.00545243,-116.7647695,16075.0,Payette
16421,Oklahoma,US,3.0,0.0,0.0,0.0,36.07695283,-96.97584944,40119.0,Payne
16422,Georgia,US,3.0,0.0,0.0,0.0,32.56934316,-83.82937,13225.0,Peach
16423,Mississippi,US,12.0,0.0,0.0,0.0,30.77090935,-89.58677275,28109.0,Pearl River
16424,Texas,US,0.0,0.0,0.0,0.0,30.78097267,-102.7241261,48371.0,Pecos
16425,North Dakota,US,0.0,0.0,0.0,0.0,48.76623521,-97.5523809,38067.0,Pembina
16426,Missouri,US,0.0,0.0,0.0,0.0,36.2130572,-89.78742322,29155.0,Pemiscot
16427,Washington,US,0.0,0.0,0.0,0.0,48.53234021,-117.2741804,53051.0,Pend Oreille
16428,North Carolina,US,0.0,0.0,0.0,0.0,34.52265624,-77.90352133,37141.0,Pender
16429,Kentucky,US,0.0,0.0,0.0,0.0,38.69607718,-84.35599463,21191.0,Pendleton
16430,West Virginia,US,0.0,0.0,0.0,0.0,38.68314479,-79.35084086,54071.0,Pendleton
16431,Minnesota,US,0.0,0.0,0.0,0.0,48.06642577,-96.0370814,27113.0,Pennington
16432,South Dakota,US,1.0,1.0,0.0,0.0,44.0025835,-102.8240777,46103.0,Pennington
16433,Maine,US,3.0,0.0,0.0,0.0,45.40194593,-68.65020455,23019.0,Penobscot
16434,Illinois,US,3.0,0.0,0.0,0.0,40.78702156,-89.76078901,17143.0,Peoria
16435,Wisconsin,US,0.0,0.0,0.0,0.0,44.58307413,-91.99949611,55091.0,Pepin
16436,Nebraska,US,0.0,0.0,0.0,0.0,40.85082525,-101.6502942,31135.0,Perkins
16437,South Dakota,US,0.0,0.0,0.0,0.0,45.49049506,-102.4755586,46105.0,Perkins
16438,North Carolina,US,0.0,0.0,0.0,0.0,36.17847453,-76.40603143,37143.0,Perquimans
16439,Alabama,US,0.0,0.0,0.0,0.0,32.64048341,-87.29770589,1105.0,Perry
16440,Arkansas,US,0.0,0.0,0.0,0.0,34.9459153,-92.94372564,5105.0,Perry
16441,Illinois,US,0.0,0.0,0.0,0.0,38.08510853,-89.36856219,17145.0,Perry
16442,Indiana,US,0.0,0.0,0.0,0.0,38.07809328,-86.63741946,18123.0,Perry
16443,Kentucky,US,0.0,0.0,0.0,0.0,37.25023553,-83.22922731,21193.0,Perry
16444,Mississippi,US,1.0,0.0,0.0,0.0,31.17161885,-88.99281835,28111.0,Perry
16445,Missouri,US,1.0,0.0,0.0,0.0,37.70660776,-89.82741088,29157.0,Perry
16446,Ohio,US,0.0,0.0,0.0,0.0,39.73508655,-82.23804971,39127.0,Perry
16447,Pennsylvania,US,0.0,0.0,0.0,0.0,40.40206612,-77.26297447,42099.0,Perry
16448,Tennessee,US,2.0,0.0,0.0,0.0,35.63708728,-87.86139634,47135.0,Perry
16449,Nevada,US,0.0,0.0,0.0,0.0,40.44003782,-118.40056409999998,32027.0,Pershing
16450,North Carolina,US,0.0,0.0,0.0,0.0,36.38989032,-78.97217358,37145.0,Person
16451,Alaska,US,0.0,0.0,0.0,0.0,57.13978948,-132.9540995,2195.0,Petersburg
16452,Virginia,US,0.0,0.0,0.0,0.0,37.20530399,-77.39368102,51730.0,Petersburg
16453,Montana,US,0.0,0.0,0.0,0.0,47.1182463,-108.2508876,30069.0,Petroleum
16454,Missouri,US,0.0,0.0,0.0,0.0,38.72798918,-93.28471706,29159.0,Pettis
16455,Missouri,US,0.0,0.0,0.0,0.0,37.87736118,-91.79351727,29161.0,Phelps
16456,Nebraska,US,0.0,0.0,0.0,0.0,40.51156033,-99.41461667,31137.0,Phelps
16457,Pennsylvania,US,175.0,0.0,0.0,0.0,40.00338507,-75.1379271,42101.0,Philadelphia
16458,Arkansas,US,0.0,0.0,0.0,0.0,34.43268455,-90.84800154,5107.0,Phillips
16459,Colorado,US,0.0,0.0,0.0,0.0,40.59414277,-102.3577703,8095.0,Phillips
16460,Kansas,US,0.0,0.0,0.0,0.0,39.78465501,-99.34668865,20147.0,Phillips
16461,Montana,US,0.0,0.0,0.0,0.0,48.25936577,-107.9128511,30071.0,Phillips
16462,Illinois,US,0.0,0.0,0.0,0.0,40.01360584,-88.59319339,17147.0,Piatt
16463,Ohio,US,0.0,0.0,0.0,0.0,39.64170392,-83.0243386,39129.0,Pickaway
16464,Alabama,US,0.0,0.0,0.0,0.0,33.28094866,-88.08818103,1107.0,Pickens
16465,Georgia,US,2.0,0.0,0.0,0.0,34.46589159,-84.46406611,13227.0,Pickens
16466,South Carolina,US,1.0,0.0,0.0,0.0,34.88807695,-82.72791551,45077.0,Pickens
16467,Tennessee,US,0.0,0.0,0.0,0.0,36.55606529,-85.07763299999998,47137.0,Pickett
16468,Georgia,US,1.0,0.0,0.0,0.0,31.35928155,-82.21598442,13229.0,Pierce
16469,Nebraska,US,0.0,0.0,0.0,0.0,42.26434853,-97.60122773,31139.0,Pierce
16470,North Dakota,US,2.0,0.0,0.0,0.0,48.24977025,-99.96407787,38069.0,Pierce
16471,Washington,US,126.0,1.0,0.0,0.0,47.03892768,-122.1405958,53053.0,Pierce
16472,Wisconsin,US,3.0,0.0,0.0,0.0,44.71850291,-92.4224416,55093.0,Pierce
16473,Alabama,US,0.0,0.0,0.0,0.0,31.80396383,-85.9408295,1109.0,Pike
16474,Arkansas,US,0.0,0.0,0.0,0.0,34.16250414,-93.65789349,5109.0,Pike
16475,Georgia,US,0.0,0.0,0.0,0.0,33.09310242,-84.38790389,13231.0,Pike
16476,Illinois,US,0.0,0.0,0.0,0.0,39.62265059,-90.8877017,17149.0,Pike
16477,Indiana,US,0.0,0.0,0.0,0.0,38.40112197,-87.23574907,18125.0,Pike
16478,Kentucky,US,0.0,0.0,0.0,0.0,37.47088263,-82.39487445,21195.0,Pike
16479,Mississippi,US,4.0,0.0,0.0,0.0,31.17507789,-90.40392572,28113.0,Pike
16480,Missouri,US,0.0,0.0,0.0,0.0,39.34310674,-91.16980779,29163.0,Pike
16481,Ohio,US,0.0,0.0,0.0,0.0,39.07634001,-83.06769584,39131.0,Pike
16482,Pennsylvania,US,3.0,0.0,0.0,0.0,41.33155042,-75.03208106,42103.0,Pike
16483,Arizona,US,24.0,0.0,0.0,0.0,32.0971334,-111.7890033,4019.0,Pima
16484,Arizona,US,17.0,0.0,0.0,0.0,32.90525627,-111.3449483,4021.0,Pinal
16485,Minnesota,US,0.0,0.0,0.0,0.0,46.12105238,-92.74070188,27115.0,Pine
16486,Florida,US,41.0,0.0,0.0,0.0,27.93130349,-82.72239666,12103.0,Pinellas
16487,Minnesota,US,0.0,0.0,0.0,0.0,44.02301619,-96.25841142,27117.0,Pipestone
16488,Maine,US,0.0,0.0,0.0,0.0,45.83839062,-69.2860223,23021.0,Piscataquis
16489,Colorado,US,16.0,0.0,0.0,0.0,39.21720112,-106.9310027,8097.0,Pitkin
16490,North Carolina,US,6.0,0.0,0.0,0.0,35.59535426,-77.37353178,37147.0,Pitt
16491,Oklahoma,US,0.0,0.0,0.0,0.0,34.92065823,-95.7513432,40121.0,Pittsburg
16492,Virginia,US,0.0,0.0,0.0,0.0,36.81980341,-79.39731264,51143.0,Pittsylvania
16493,Utah,US,0.0,0.0,0.0,0.0,38.33815254,-112.1249591,49031.0,Piute
16494,California,US,12.0,1.0,0.0,0.0,39.06167234,-120.7240569,6061.0,Placer
16495,Louisiana,US,8.0,0.0,0.0,0.0,29.42245447,-89.60322085,22075.0,Plaquemines
16496,Missouri,US,1.0,0.0,0.0,0.0,39.38154439,-94.77068479,29165.0,Platte
16497,Nebraska,US,0.0,0.0,0.0,0.0,41.57246836,-97.52144359,31141.0,Platte
16498,Wyoming,US,0.0,0.0,0.0,0.0,42.13299116,-104.966331,56031.0,Platte
16499,West Virginia,US,0.0,0.0,0.0,0.0,39.37091679,-81.16771771,54073.0,Pleasants
16500,California,US,0.0,0.0,0.0,0.0,40.00355989,-120.8395236,6063.0,Plumas
16501,Iowa,US,0.0,0.0,0.0,0.0,42.737633,-96.21366621,19149.0,Plymouth
16502,Massachusetts,US,32.0,0.0,0.0,0.0,41.94070556,-70.80802823,25023.0,Plymouth
16503,Iowa,US,0.0,0.0,0.0,0.0,42.73420133,-94.67862564,19151.0,Pocahontas
16504,West Virginia,US,0.0,0.0,0.0,0.0,38.32758728,-80.00993811,54075.0,Pocahontas
16505,Arkansas,US,3.0,0.0,0.0,0.0,35.57433534,-90.66268713,5111.0,Poinsett
16506,Louisiana,US,0.0,0.0,0.0,0.0,30.71409502,-91.60209535,22077.0,Pointe Coupee
16507,Arkansas,US,1.0,0.0,0.0,0.0,34.48254879,-94.22728802,5113.0,Polk
16508,Florida,US,13.0,0.0,0.0,0.0,27.95027105,-81.69732947,12105.0,Polk
16509,Georgia,US,4.0,0.0,0.0,0.0,34.00267074,-85.18677781,13233.0,Polk
16510,Iowa,US,12.0,0.0,0.0,0.0,41.68679484,-93.57767461,19153.0,Polk
16511,Minnesota,US,0.0,0.0,0.0,0.0,47.77372465,-96.40134647,27119.0,Polk
16512,Missouri,US,0.0,0.0,0.0,0.0,37.6162296,-93.39828174,29167.0,Polk
16513,Nebraska,US,0.0,0.0,0.0,0.0,41.18813488,-97.56630712,31143.0,Polk
16514,North Carolina,US,0.0,0.0,0.0,0.0,35.27820615,-82.16812354,37149.0,Polk
16515,Oregon,US,3.0,0.0,0.0,0.0,44.90322804,-123.4128888,41053.0,Polk
16516,Tennessee,US,0.0,0.0,0.0,0.0,35.12245443,-84.52075859,47139.0,Polk
16517,Texas,US,0.0,0.0,0.0,0.0,30.79472531,-94.8276624,48373.0,Polk
16518,Wisconsin,US,0.0,0.0,0.0,0.0,45.46130348,-92.44182875,55095.0,Polk
16519,Montana,US,0.0,0.0,0.0,0.0,48.22773388,-112.2252703,30073.0,Pondera
16520,Mississippi,US,1.0,0.0,0.0,0.0,34.226046000000004,-89.03636807,28115.0,Pontotoc
16521,Oklahoma,US,1.0,0.0,0.0,0.0,34.72959848,-96.68337199,40123.0,Pontotoc
16522,Arkansas,US,1.0,0.0,0.0,0.0,35.44871474,-93.03212219,5115.0,Pope
16523,Illinois,US,0.0,0.0,0.0,0.0,37.41391284,-88.56152109,17151.0,Pope
16524,Minnesota,US,0.0,0.0,0.0,0.0,45.58606667,-95.44451209,27121.0,Pope
16525,Virginia,US,0.0,0.0,0.0,0.0,37.14259351,-76.35798148,51735.0,Poquoson
16526,Ohio,US,2.0,0.0,0.0,0.0,41.16793482,-81.19735782,39133.0,Portage
16527,Wisconsin,US,0.0,0.0,0.0,0.0,44.47558711,-89.50152965,55097.0,Portage
16528,Indiana,US,0.0,0.0,0.0,0.0,41.45986947,-87.06848888,18127.0,Porter
16529,Virginia,US,0.0,0.0,0.0,0.0,36.85914825,-76.35971629,51740.0,Portsmouth
16530,Indiana,US,0.0,0.0,0.0,0.0,38.02097333,-87.86480429,18129.0,Posey
16531,Kansas,US,1.0,0.0,0.0,0.0,39.37925655,-96.34564657,20149.0,Pottawatomie
16532,Oklahoma,US,0.0,0.0,0.0,0.0,35.20614018,-96.94923008,40125.0,Pottawatomie
16533,Iowa,US,2.0,0.0,0.0,0.0,41.33640314,-95.53907776,19155.0,Pottawattamie
16534,Pennsylvania,US,1.0,0.0,0.0,0.0,41.74471626,-77.89559864,42105.0,Potter
16535,South Dakota,US,0.0,0.0,0.0,0.0,45.06583079,-99.95498503,46107.0,Potter
16536,Texas,US,2.0,0.0,0.0,0.0,35.40133773,-101.893964,48375.0,Potter
16537,Montana,US,0.0,0.0,0.0,0.0,45.39617714,-105.636738,30075.0,Powder River
16538,Kentucky,US,0.0,0.0,0.0,0.0,37.83218794,-83.82553961,21197.0,Powell
16539,Montana,US,0.0,0.0,0.0,0.0,46.85538891,-112.9359164,30077.0,Powell
16540,Idaho,US,0.0,0.0,0.0,0.0,42.69254894,-112.83957420000002,16077.0,Power
16541,Iowa,US,1.0,0.0,0.0,0.0,41.68625425,-92.53155731,19157.0,Poweshiek
16542,Virginia,US,0.0,0.0,0.0,0.0,37.55016038,-77.91267882,51145.0,Powhatan
16543,Arkansas,US,0.0,0.0,0.0,0.0,34.83624419,-91.55162157,5117.0,Prairie
16544,Montana,US,0.0,0.0,0.0,0.0,46.86048047,-105.379384,30079.0,Prairie
16545,Kansas,US,0.0,0.0,0.0,0.0,37.64780729,-98.73922153,20151.0,Pratt
16546,Ohio,US,0.0,0.0,0.0,0.0,39.7420247,-84.64787018,39135.0,Preble
16547,Mississippi,US,0.0,0.0,0.0,0.0,34.61810501,-88.51986294,28117.0,Prentiss
16548,Texas,US,0.0,0.0,0.0,0.0,29.99954402,-104.2408079,48377.0,Presidio
16549,Michigan,US,0.0,0.0,0.0,0.0,45.34018577,-83.91498656,26141.0,Presque Isle
16550,West Virginia,US,0.0,0.0,0.0,0.0,39.46770987,-79.66712803,54077.0,Preston
16551,Wisconsin,US,0.0,0.0,0.0,0.0,45.68051754,-90.3609888,55099.0,Price
16552,Virginia,US,1.0,0.0,0.0,0.0,37.22554789,-78.43597949,51147.0,Prince Edward
16553,Virginia,US,0.0,0.0,0.0,0.0,37.18497668,-77.22922187,51149.0,Prince George
16554,Maryland,US,47.0,1.0,0.0,0.0,38.83070039,-76.8496441,24033.0,Prince George's
16555,Virginia,US,18.0,0.0,0.0,0.0,38.70916224,-77.48713689,51153.0,Prince William
16556,Alaska,US,0.0,0.0,0.0,0.0,55.76261984,-133.0511621,2198.0,Prince of Wales-Hyder
16557,Rhode Island,US,52.0,0.0,0.0,0.0,41.87064746,-71.57753536,44007.0,Providence
16558,Colorado,US,0.0,0.0,0.0,0.0,37.95544985,-102.3926052,8099.0,Prowers
16559,Colorado,US,3.0,0.0,0.0,0.0,38.17359144,-104.5127437,8101.0,Pueblo
16560,Arkansas,US,61.0,0.0,0.0,0.0,34.77054088,-92.31355101,5119.0,Pulaski
16561,Georgia,US,0.0,0.0,0.0,0.0,32.23334561,-83.47549959999998,13235.0,Pulaski
16562,Illinois,US,0.0,0.0,0.0,0.0,37.22631423,-89.13085001,17153.0,Pulaski
16563,Indiana,US,0.0,0.0,0.0,0.0,41.04166107,-86.69890683,18131.0,Pulaski
16564,Kentucky,US,3.0,0.0,0.0,0.0,37.10466131,-84.57629079,21199.0,Pulaski
16565,Missouri,US,1.0,0.0,0.0,0.0,37.82462075,-92.20783203,29169.0,Pulaski
16566,Virginia,US,0.0,0.0,0.0,0.0,37.06474963,-80.71229738,51155.0,Pulaski
16567,Oklahoma,US,0.0,0.0,0.0,0.0,34.41635232,-95.37603505,40127.0,Pushmataha
16568,Florida,US,2.0,0.0,0.0,0.0,29.60779729,-81.74230285,12107.0,Putnam
16569,Georgia,US,0.0,0.0,0.0,0.0,33.32056115,-83.37552891,13237.0,Putnam
16570,Illinois,US,0.0,0.0,0.0,0.0,41.2013541,-89.2869272,17155.0,Putnam
16571,Indiana,US,1.0,0.0,0.0,0.0,39.66437981,-86.84517605,18133.0,Putnam
16572,Missouri,US,0.0,0.0,0.0,0.0,40.47942497,-93.02042674,29171.0,Putnam
16573,New York,US,31.0,0.0,0.0,0.0,41.42630093,-73.74965532,36079.0,Putnam
16574,Ohio,US,0.0,0.0,0.0,0.0,41.02094889,-84.1336111,39137.0,Putnam
16575,Tennessee,US,6.0,0.0,0.0,0.0,36.14005459,-85.50646123,47141.0,Putnam
16576,West Virginia,US,1.0,0.0,0.0,0.0,38.50782345,-81.9082131,54079.0,Putnam
16577,New Mexico,US,0.0,0.0,0.0,0.0,35.10403332,-103.5481727,35037.0,Quay
16578,Maryland,US,1.0,0.0,0.0,0.0,39.06198912,-76.03530977,24035.0,Queen Anne's
16579,New York,US,0.0,0.0,0.0,0.0,40.71088124,-73.81684712,36081.0,Queens
16580,Georgia,US,0.0,0.0,0.0,0.0,31.86728114,-85.01773177,13239.0,Quitman
16581,Mississippi,US,0.0,0.0,0.0,0.0,34.25157572,-90.28908,28119.0,Quitman
16582,Georgia,US,0.0,0.0,0.0,0.0,34.88389445,-83.40304637,13241.0,Rabun
16583,Wisconsin,US,5.0,0.0,0.0,0.0,42.74753117,-88.05941254,55101.0,Racine
16584,Virginia,US,0.0,0.0,0.0,0.0,37.12222899,-80.56027320000003,51750.0,Radford
16585,Texas,US,0.0,0.0,0.0,0.0,32.87109387,-95.79232691,48379.0,Rains
16586,West Virginia,US,0.0,0.0,0.0,0.0,37.76936795,-81.2456041,54081.0,Raleigh
16587,Missouri,US,0.0,0.0,0.0,0.0,39.52817427,-91.51838643,29173.0,Ralls
16588,Minnesota,US,24.0,1.0,0.0,0.0,45.01625271,-93.09872295,27123.0,Ramsey
16589,North Dakota,US,1.0,0.0,0.0,0.0,48.26886249,-98.72223879,38071.0,Ramsey
16590,Texas,US,2.0,0.0,0.0,0.0,34.96585996,-101.8971322,48381.0,Randall
16591,Alabama,US,0.0,0.0,0.0,0.0,33.29526734,-85.45708831,1111.0,Randolph
16592,Arkansas,US,0.0,0.0,0.0,0.0,36.3415714,-91.02455531,5121.0,Randolph
16593,Georgia,US,1.0,0.0,0.0,0.0,31.76622818,-84.75732369,13243.0,Randolph
16594,Illinois,US,0.0,0.0,0.0,0.0,38.05095369,-89.82512254,17157.0,Randolph
16595,Indiana,US,0.0,0.0,0.0,0.0,40.15734772,-85.01139319,18135.0,Randolph
16596,Missouri,US,0.0,0.0,0.0,0.0,39.44007257,-92.4971374,29175.0,Randolph
16597,North Carolina,US,1.0,0.0,0.0,0.0,35.71015088,-79.80570339,37151.0,Randolph
16598,West Virginia,US,0.0,0.0,0.0,0.0,38.769899,-79.87919615,54083.0,Randolph
16599,Mississippi,US,8.0,0.0,0.0,0.0,32.26469147,-89.94537876,28121.0,Rankin
16600,North Dakota,US,0.0,0.0,0.0,0.0,46.45621782,-97.65742504,38073.0,Ransom
16601,Louisiana,US,8.0,1.0,0.0,0.0,31.19778499,-92.52997303,22079.0,Rapides
16602,Virginia,US,0.0,0.0,0.0,0.0,38.68295619,-78.15826963,51157.0,Rappahannock
16603,Montana,US,1.0,0.0,0.0,0.0,46.08520862,-114.11891640000002,30081.0,Ravalli
16604,Kansas,US,0.0,0.0,0.0,0.0,39.78525843,-101.0761617,20153.0,Rawlins
16605,Missouri,US,0.0,0.0,0.0,0.0,39.3537468,-93.98905745,29177.0,Ray
16606,Texas,US,0.0,0.0,0.0,0.0,31.36607041,-101.5232659,48383.0,Reagan
16607,Texas,US,0.0,0.0,0.0,0.0,29.83321503,-99.82018052,48385.0,Real
16608,Minnesota,US,0.0,0.0,0.0,0.0,47.87197525,-96.09561104,27125.0,Red Lake
16609,Louisiana,US,0.0,0.0,0.0,0.0,32.09530039,-93.34213308,22081.0,Red River
16610,Texas,US,0.0,0.0,0.0,0.0,33.61886692,-95.04841765,48387.0,Red River
16611,Nebraska,US,0.0,0.0,0.0,0.0,40.17556879999999,-100.476998,31145.0,Red Willow
16612,Minnesota,US,0.0,0.0,0.0,0.0,44.40555844,-95.25207021,27127.0,Redwood
16613,Texas,US,0.0,0.0,0.0,0.0,31.32323325,-103.6903896,48389.0,Reeves
16614,Texas,US,0.0,0.0,0.0,0.0,28.3238976,-97.15766311,48391.0,Refugio
16615,Kansas,US,2.0,0.0,0.0,0.0,37.95230263,-98.08607292,20155.0,Reno
16616,New York,US,20.0,0.0,0.0,0.0,42.71348136,-73.51089874,36083.0,Rensselaer
16617,Minnesota,US,1.0,0.0,0.0,0.0,44.72836381,-94.94553734,27129.0,Renville
16618,North Dakota,US,0.0,0.0,0.0,0.0,48.71982533,-101.6603912,38075.0,Renville
16619,Kansas,US,0.0,0.0,0.0,0.0,39.82799632,-97.65036709,20157.0,Republic
16620,Missouri,US,0.0,0.0,0.0,0.0,37.36085952,-90.97009925,29179.0,Reynolds
16621,Tennessee,US,0.0,0.0,0.0,0.0,35.60536161,-84.93076643,47143.0,Rhea
16622,Kansas,US,0.0,0.0,0.0,0.0,38.34616184,-98.19992118,20159.0,Rice
16623,Minnesota,US,2.0,0.0,0.0,0.0,44.3543376,-93.29658715,27131.0,Rice
16624,Utah,US,0.0,0.0,0.0,0.0,41.63137678,-111.2445105,49033.0,Rich
16625,Nebraska,US,0.0,0.0,0.0,0.0,40.1247415,-95.71755036,31147.0,Richardson
16626,Illinois,US,0.0,0.0,0.0,0.0,38.71240969,-88.08475366,17159.0,Richland
16627,Louisiana,US,2.0,0.0,0.0,0.0,32.41391005,-91.76634876,22083.0,Richland
16628,Montana,US,0.0,0.0,0.0,0.0,47.78668011,-104.5610786,30083.0,Richland
16629,North Dakota,US,0.0,0.0,0.0,0.0,46.26440649,-96.94852979,38077.0,Richland
16630,Ohio,US,1.0,0.0,0.0,0.0,40.77180308,-82.53799609999999,39139.0,Richland
16631,South Carolina,US,43.0,0.0,0.0,0.0,34.01791263,-80.90267209,45079.0,Richland
16632,Wisconsin,US,0.0,0.0,0.0,0.0,43.3762778,-90.43012729,55103.0,Richland
16633,Georgia,US,11.0,0.0,0.0,0.0,33.35777107,-82.07026432,13245.0,Richmond
16634,New York,US,0.0,0.0,0.0,0.0,40.58582155,-74.14808598,36085.0,Richmond
16635,North Carolina,US,0.0,0.0,0.0,0.0,35.00417719,-79.74491009,37153.0,Richmond
16636,Virginia,US,0.0,0.0,0.0,0.0,37.937575,-76.72920628,51159.0,Richmond
16637,Virginia,US,8.0,0.0,0.0,0.0,37.53255773,-77.47966921,51760.0,Richmond City
16638,Kansas,US,0.0,0.0,0.0,0.0,39.28935726,-96.73420026,20161.0,Riley
16639,Iowa,US,0.0,0.0,0.0,0.0,40.73518949,-94.24368535,19159.0,Ringgold
16640,New Mexico,US,0.0,0.0,0.0,0.0,36.51072137,-106.6931674,35039.0,Rio Arriba
16641,Colorado,US,0.0,0.0,0.0,0.0,39.97913541,-108.2179009,8103.0,Rio Blanco
16642,Colorado,US,0.0,0.0,0.0,0.0,37.5836865,-106.3847838,8105.0,Rio Grande
16643,Indiana,US,1.0,0.0,0.0,0.0,39.10235626,-85.26212744,18137.0,Ripley
16644,Missouri,US,0.0,0.0,0.0,0.0,36.65460667,-90.85990261,29181.0,Ripley
16645,West Virginia,US,0.0,0.0,0.0,0.0,39.18094587,-81.06356878,54085.0,Ritchie
16646,California,US,46.0,6.0,0.0,0.0,33.74314981,-115.9933578,6065.0,Riverside
16647,Tennessee,US,1.0,0.0,0.0,0.0,35.84923189,-84.52458689,47145.0,Roane
16648,West Virginia,US,0.0,0.0,0.0,0.0,38.71622686,-81.35243568,54087.0,Roane
16649,Virginia,US,0.0,0.0,0.0,0.0,37.26865804,-80.06396753,51161.0,Roanoke
16650,Virginia,US,0.0,0.0,0.0,0.0,37.27791025,-79.96189766,51770.0,Roanoke City
16651,South Dakota,US,0.0,0.0,0.0,0.0,45.62975048,-96.94672673,46109.0,Roberts
16652,Texas,US,0.0,0.0,0.0,0.0,35.83809685,-100.813175,48393.0,Roberts
16653,Kentucky,US,0.0,0.0,0.0,0.0,38.51923469,-84.05055616,21201.0,Robertson
16654,Tennessee,US,6.0,0.0,0.0,0.0,36.52454807,-86.87346725,47147.0,Robertson
16655,Texas,US,1.0,0.0,0.0,0.0,31.02539637,-96.51272246,48395.0,Robertson
16656,North Carolina,US,1.0,0.0,0.0,0.0,34.64244496,-79.10250529999998,37155.0,Robeson
16657,Minnesota,US,0.0,0.0,0.0,0.0,43.67482683,-96.25296832,27133.0,Rock
16658,Nebraska,US,0.0,0.0,0.0,0.0,42.42252217,-99.44832069,31149.0,Rock
16659,Wisconsin,US,3.0,0.0,0.0,0.0,42.67151616,-89.07147900000002,55105.0,Rock
16660,Illinois,US,1.0,0.0,0.0,0.0,41.46613806,-90.57042164,17161.0,Rock Island
16661,Virginia,US,1.0,0.0,0.0,0.0,37.81204314,-79.44605905,51163.0,Rockbridge
16662,Kentucky,US,0.0,0.0,0.0,0.0,37.36642393,-84.31176452,21203.0,Rockcastle
16663,Georgia,US,4.0,0.0,0.0,0.0,33.65145002,-84.02202167,13247.0,Rockdale
16664,New Hampshire,US,28.0,0.0,0.0,0.0,42.98499744,-71.12883377,33015.0,Rockingham
16665,North Carolina,US,0.0,0.0,0.0,0.0,36.39593137,-79.77504841,37157.0,Rockingham
16666,Virginia,US,2.0,0.0,0.0,0.0,38.51006137,-78.87260325,51165.0,Rockingham
16667,New York,US,592.0,1.0,0.0,0.0,41.15027894,-74.02560498,36087.0,Rockland
16668,Texas,US,0.0,0.0,0.0,0.0,32.89779518,-96.40771592,48397.0,Rockwall
